Weapon Class,Weapon,1h R1 1,1h R1 2,1h R1 3,1h R1 4,1h R1 5,1h R1 6,1h R2 1,1h R2 2,1h Charged R2 1,1h Charged R2 2,1h Running R1,1h Running R2,1h Rolling R1,1h Backstep R1,1h Jumping R1,1h Jumping R2,1h Guard Counter,2h R1 1,2h R1 2,2h R1 3,2h R1 4,2h R1 5,2h R1 6,2h R2 1,2h R2 2,2h Charged R2 1,2h Charged R2 2,2h Running R1,2h Running R2,2h Rolling R1,2h Backstep R1,2h Jumping R1,2h Jumping R2,2h Guard Counter,Offhand R1 1,Offhand R1 2,Offhand R1 3,Offhand R1 4,Offhand R1 5,Offhand R1 6,Backstab,Riposte,Shieldpoke,1h Charged R2 1 Feint,1h Charged R2 2 Feint,2h Charged R2 1 Feint,2h Charged R2 2 Feint,Paired L1 1,Paired L1 2,Paired L1 3,Paired L1 4,Paired L1 5,Paired L1 6,Paired Running L1,Paired Rolling L1,Paired Backstep L1,Paired Jumping L1,,Mounted R1 1,Mounted R1 2,Mounted R1 3,Mounted R2,Mounted R2 Charging,Mounted Charged R2,Mounted L1 1,Mounted L1 2,Mounted L1 3,Mounted L2,Mounted L2 Charging,Mounted Charged L2
Greatsword,Gargoyle's Blackblade,100,101,102,110,,,125,125,160,160,105,120,90,90,107,130,125,103,104,105,115,,,130,130,165,165,110,125,95,95,110,135,130,100,101,102,110,,,200,250,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greatsword,Inseparable Sword,100,101,102,110,,,125,125,160,160,105,120,90,90,107,130,125,102,103,104,113,,,130,130,165,165,110,125,95,95,110,135,130,100,101,102,110,,,200,250,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greatsword,Sword of Milos,100,101,102,110,,,125,125,165,165,105,120,90,90,107,130,125,103,104,105,115,,,130,130,170,170,110,125,95,95,110,135,130,100,101,102,110,,,200,250,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greatsword,Marais Executioner's Sword,100,101,102,110,,,125,130,160,170,105,120,90,90,107,130,125,103,104,105,115,,,135,135,175,175,110,125,95,95,110,135,130,100,101,102,110,,,200,250,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greatsword,Ordovis's Greatsword,100,101,102,110,,,125,125,160,160,105,120,90,90,107,130,125,103,104,105,115,,,130,130,165,165,110,125,95,95,110,135,130,100,101,102,110,,,200,250,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greatsword,Alabaster Lord's Sword,100,101,102,110,,,120,120,175,175,105,120,90,90,107,130,125,103,104,105,115,,,138,138,215,215,110,125,95,95,110,135,130,100,101,102,110,,,200,250,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greatsword,Death's Poker,100,101,102,110,,,125,125,165,165,105,120,90,90,107,130,125,103,104,105,115,,,130,130,170,170,110,125,95,95,110,135,130,100,101,102,110,,,200,250,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greatsword,Helphen's Steeple,100,101,102,110,,,125,125,160,160,105,120,90,90,107,130,125,103,104,105,115,,,130,130,165,165,110,125,95,95,110,135,130,100,101,102,110,,,200,250,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greatsword,Blasphemous Blade,100,101,102,110,,,125,125,160,160,105,120,90,90,107,130,125,103,104,105,115,,,130,130,165,165,110,125,95,95,110,135,130,100,101,102,110,,,200,250,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greatsword,Golden Order Greatsword,100,101,102,110,,,125,125,160,160,105,120,90,90,107,130,125,103,104,105,115,,,130,130,165,165,110,125,95,95,110,135,130,100,101,102,110,,,200,250,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greatsword,Dark Moon Greatsword,100,101,102,110,,,120,120,150,150,105,120,90,90,107,130,125,103,104,105,115,,,125,125,155,155,110,125,95,95,110,135,130,100,101,102,110,,,200,250,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greatsword,Sacred Relic Sword,100,101,102,110,,,125,125,160,160,105,120,90,90,107,130,125,103,104,105,115,,,130,130,165,165,110,125,95,95,110,135,130,100,101,102,110,,,220,275,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colossal Sword,Zweihander,100,102,108,,,,125,125,165,170,105,120,90,95,107,130,125,114,117,125,,,,139,141,178,187,122,138,107,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Sword,Greatsword,100,102,108,,,,121,125,156,160,105,120,90,95,107,130,125,114,117,125,,,,136,136,176,184,122,138,107,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Sword,Watchdog's Greatsword,100,102,108,,,,125,125,165,170,105,120,90,95,107,130,125,114,117,125,,,,141,141,180,187,122,138,107,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Sword,Troll's Golden Sword,100,102,108,,,,125,125,165,170,105,120,90,95,107,130,125,114,117,125,,,,141,141,180,187,122,138,107,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Sword,Troll Knight's Sword,100,102,108,,,,125,125,165,170,105,120,90,95,107,130,125,114,117,125,,,,139,141,178,187,122,138,107,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Sword,Royal Greatsword,100,102,108,,,,125,125,165,170,105,120,90,95,107,130,125,114,117,125,,,,141,141,180,187,122,138,107,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Sword,Grafted Blade Greatsword,100,102,108,,,,125,125,165,170,105,120,90,95,107,130,125,114,117,125,,,,141,141,180,187,122,138,107,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Sword,Ruins Greatsword,100,102,108,,,,120,125,130 + (55 AoE),135 + (55 AoE),105,120,90,95,107,130,125,114,117,125,,,,127,132,137 + (55 AoE),142 + (55 AoE),122,138,107,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Sword,Starscourge Greatsword,100,102,108,,,,125,125,165,170,105,120,90,95,107,130,125,92 + 92,94 + 94,96 + 96,,,,141,141,180,187,100 + 100,138,85 + 85,88 + 88,115 + 115,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Sword,Godslayer's Greatsword,100,102,108,,,,125,125,165,170,105,120,90,95,107,130,125,105,107,114,,,,141,141,180,187,122,138,107,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Sword,Maliketh's Black Blade,100,102,108,,,,125,125,165,170,105,120,90,95,107,130,125,114,117,125,,,,141,141,180,187,122,138,107,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thrusting Sword,Rapier,100,101,102,103,104,110,125,125,165,165,105,120,90,115,107,127,130,103,104,105,106,107,113,130,130,170,170,110,125,95,120,112,132,135,100,101,102,103,104,110,286,429,100,125,125,130,130,95 + 95,90 + 92 + 98,94 + 99,100 + 105 + 105,,,95 + 100,85 + 85,87 + 110,85 + 93 + 97,,110,110,110,135,90,170,110,110,110,135,90,170
